皮肤名称,市场哈希名称,平台,平台物品ID
内格夫（StatTrak™） | 大嘴巴 (久经沙场),StatTrak™ Negev | Loudmouth (Field-Tested),C5,22378
内格夫（StatTrak™） | 大嘴巴 (久经沙场),StatTrak™ Negev | Loudmouth (Field-Tested),HALOSKINS,22378
MP7 | 死亡骷髅 (久经沙场),MP7 | Skulls (Field-Tested),C5,22379
MP7 | 死亡骷髅 (久经沙场),MP7 | Skulls (Field-Tested),YOUPIN,49440
MP7 | 死亡骷髅 (久经沙场),MP7 | Skulls (Field-Tested),BUFF,35610
MP7 | 死亡骷髅 (久经沙场),MP7 | Skulls (Field-Tested),HALOSKINS,22379
双持贝瑞塔 | 海斗士 (略有磨损),Dual Berettas | Marina (Minimal Wear),BUFF,34552
双持贝瑞塔 | 海斗士 (略有磨损),Dual Berettas | Marina (Minimal Wear),YOUPIN,44199
双持贝瑞塔 | 海斗士 (略有磨损),Dual Berettas | Marina (Minimal Wear),C5,22380
双持贝瑞塔 | 海斗士 (略有磨损),Dual Berettas | Marina (Minimal Wear),HALOSKINS,22380
AK-47 | 翡翠细条纹 (战痕累累),AK-47 | Emerald Pinstripe (Battle-Scarred),C5,22381
AK-47 | 翡翠细条纹 (战痕累累),AK-47 | Emerald Pinstripe (Battle-Scarred),BUFF,33889
AK-47 | 翡翠细条纹 (战痕累累),AK-47 | Emerald Pinstripe (Battle-Scarred),YOUPIN,4594
AK-47 | 翡翠细条纹 (战痕累累),AK-47 | Emerald Pinstripe (Battle-Scarred),HALOSKINS,22381
SSG 08（StatTrak™） | 黑水 (略有磨损),StatTrak™ SSG 08 | Dark Water (Minimal Wear),C5,22382
SSG 08（StatTrak™） | 黑水 (略有磨损),StatTrak™ SSG 08 | Dark Water (Minimal Wear),YOUPIN,45095
SSG 08（StatTrak™） | 黑水 (略有磨损),StatTrak™ SSG 08 | Dark Water (Minimal Wear),BUFF,39549
SSG 08（StatTrak™） | 黑水 (略有磨损),StatTrak™ SSG 08 | Dark Water (Minimal Wear),HALOSKINS,22382
M4A1消音版 | 血虎 (久经沙场),M4A1-S | Blood Tiger (Field-Tested),C5,22383
M4A1消音版 | 血虎 (久经沙场),M4A1-S | Blood Tiger (Field-Tested),YOUPIN,53565
M4A1消音版 | 血虎 (久经沙场),M4A1-S | Blood Tiger (Field-Tested),BUFF,35170
M4A1消音版 | 血虎 (久经沙场),M4A1-S | Blood Tiger (Field-Tested),HALOSKINS,22383
格洛克18型 | 蓝色裂纹 (略有磨损),Glock-18 | Blue Fissure (Minimal Wear),C5,22384
格洛克18型 | 蓝色裂纹 (略有磨损),Glock-18 | Blue Fissure (Minimal Wear),BUFF,34995
格洛克18型 | 蓝色裂纹 (略有磨损),Glock-18 | Blue Fissure (Minimal Wear),YOUPIN,3530
格洛克18型 | 蓝色裂纹 (略有磨损),Glock-18 | Blue Fissure (Minimal Wear),HALOSKINS,22384
USP消音版（StatTrak™） | 力矩 (久经沙场),StatTrak™ USP-S | Torque (Field-Tested),BUFF,39771
USP消音版（StatTrak™） | 力矩 (久经沙场),StatTrak™ USP-S | Torque (Field-Tested),YOUPIN,1482
USP消音版（StatTrak™） | 力矩 (久经沙场),StatTrak™ USP-S | Torque (Field-Tested),C5,22385
USP消音版（StatTrak™） | 力矩 (久经沙场),StatTrak™ USP-S | Torque (Field-Tested),HALOSKINS,22385
沙漠之鹰 | 深红之网 (久经沙场),Desert Eagle | Crimson Web (Field-Tested),C5,22386
沙漠之鹰 | 深红之网 (久经沙场),Desert Eagle | Crimson Web (Field-Tested),BUFF,34408
沙漠之鹰 | 深红之网 (久经沙场),Desert Eagle | Crimson Web (Field-Tested),YOUPIN,1811
沙漠之鹰 | 深红之网 (久经沙场),Desert Eagle | Crimson Web (Field-Tested),HALOSKINS,22386
法玛斯 | 蓝巢 (略有磨损),FAMAS | Hexane (Minimal Wear),C5,22387
法玛斯 | 蓝巢 (略有磨损),FAMAS | Hexane (Minimal Wear),BUFF,34648
法玛斯 | 蓝巢 (略有磨损),FAMAS | Hexane (Minimal Wear),YOUPIN,55866
法玛斯 | 蓝巢 (略有磨损),FAMAS | Hexane (Minimal Wear),HALOSKINS,22387
G3SG1（StatTrak™） | 碧蓝斑纹 (崭新出厂),StatTrak™ G3SG1 | Azure Zebra (Factory New),C5,22388
G3SG1（StatTrak™） | 碧蓝斑纹 (崭新出厂),StatTrak™ G3SG1 | Azure Zebra (Factory New),BUFF,38604
G3SG1（StatTrak™） | 碧蓝斑纹 (崭新出厂),StatTrak™ G3SG1 | Azure Zebra (Factory New),YOUPIN,1137
G3SG1（StatTrak™） | 碧蓝斑纹 (崭新出厂),StatTrak™ G3SG1 | Azure Zebra (Factory New),HALOSKINS,22388
格洛克18型 | 核子反应 (战痕累累),Glock-18 | Reactor (Battle-Scarred),YOUPIN,55984
格洛克18型 | 核子反应 (战痕累累),Glock-18 | Reactor (Battle-Scarred),C5,22389
格洛克18型 | 核子反应 (战痕累累),Glock-18 | Reactor (Battle-Scarred),BUFF,35045
格洛克18型 | 核子反应 (战痕累累),Glock-18 | Reactor (Battle-Scarred),HALOSKINS,22389
USP消音版 | 凯门鳄 (崭新出厂),USP-S | Caiman (Factory New),BUFF,42161
USP消音版 | 凯门鳄 (崭新出厂),USP-S | Caiman (Factory New),C5,22390
USP消音版 | 凯门鳄 (崭新出厂),USP-S | Caiman (Factory New),YOUPIN,47862
USP消音版 | 凯门鳄 (崭新出厂),USP-S | Caiman (Factory New),HALOSKINS,22390
CZ75自动型 | 维多利亚 (久经沙场),CZ75-Auto | Victoria (Field-Tested),BUFF,34355
CZ75自动型 | 维多利亚 (久经沙场),CZ75-Auto | Victoria (Field-Tested),YOUPIN,5734
CZ75自动型 | 维多利亚 (久经沙场),CZ75-Auto | Victoria (Field-Tested),C5,22391
CZ75自动型 | 维多利亚 (久经沙场),CZ75-Auto | Victoria (Field-Tested),HALOSKINS,22391
MAC-10（StatTrak™） | 孔雀石 (略有磨损),StatTrak™ MAC-10 | Malachite (Minimal Wear),BUFF,38945
MAC-10（StatTrak™） | 孔雀石 (略有磨损),StatTrak™ MAC-10 | Malachite (Minimal Wear),C5,22392
MAC-10（StatTrak™） | 孔雀石 (略有磨损),StatTrak™ MAC-10 | Malachite (Minimal Wear),YOUPIN,43815
MAC-10（StatTrak™） | 孔雀石 (略有磨损),StatTrak™ MAC-10 | Malachite (Minimal Wear),HALOSKINS,22392
法玛斯 | 爱神 (久经沙场),FAMAS | Djinn (Field-Tested),BUFF,34641
法玛斯 | 爱神 (久经沙场),FAMAS | Djinn (Field-Tested),C5,22393
法玛斯 | 爱神 (久经沙场),FAMAS | Djinn (Field-Tested),YOUPIN,3585
法玛斯 | 爱神 (久经沙场),FAMAS | Djinn (Field-Tested),HALOSKINS,22393
P2000 | 寻路者 (略有磨损),P2000 | Pathfinder (Minimal Wear),BUFF,35960
P2000 | 寻路者 (略有磨损),P2000 | Pathfinder (Minimal Wear),YOUPIN,56708
P2000 | 寻路者 (略有磨损),P2000 | Pathfinder (Minimal Wear),C5,22394
P2000 | 寻路者 (略有磨损),P2000 | Pathfinder (Minimal Wear),HALOSKINS,22394
P250 | 翼击 (战痕累累),P250 | Wingshot (Battle-Scarred),YOUPIN,52809
P250 | 翼击 (战痕累累),P250 | Wingshot (Battle-Scarred),C5,22395
P250 | 翼击 (战痕累累),P250 | Wingshot (Battle-Scarred),BUFF,36104
P250 | 翼击 (战痕累累),P250 | Wingshot (Battle-Scarred),HALOSKINS,22395
MAG-7（StatTrak™） | 钴核 (崭新出厂),StatTrak™ MAG-7 | Cobalt Core (Factory New),BUFF,38972
MAG-7（StatTrak™） | 钴核 (崭新出厂),StatTrak™ MAG-7 | Cobalt Core (Factory New),YOUPIN,48387
MAG-7（StatTrak™） | 钴核 (崭新出厂),StatTrak™ MAG-7 | Cobalt Core (Factory New),C5,22396
MAG-7（StatTrak™） | 钴核 (崭新出厂),StatTrak™ MAG-7 | Cobalt Core (Factory New),HALOSKINS,22396
法玛斯（StatTrak™） | 幸存者 Z (略有磨损),StatTrak™ FAMAS | Survivor Z (Minimal Wear),BUFF,38540
法玛斯（StatTrak™） | 幸存者 Z (略有磨损),StatTrak™ FAMAS | Survivor Z (Minimal Wear),YOUPIN,43645
法玛斯（StatTrak™） | 幸存者 Z (略有磨损),StatTrak™ FAMAS | Survivor Z (Minimal Wear),C5,22397
法玛斯（StatTrak™） | 幸存者 Z (略有磨损),StatTrak™ FAMAS | Survivor Z (Minimal Wear),HALOSKINS,22397
沙漠之鹰（StatTrak™） | 青铜装饰 (久经沙场),StatTrak™ Desert Eagle | Bronze Deco (Field-Tested),C5,22398
沙漠之鹰（StatTrak™） | 青铜装饰 (久经沙场),StatTrak™ Desert Eagle | Bronze Deco (Field-Tested),BUFF,38399
沙漠之鹰（StatTrak™） | 青铜装饰 (久经沙场),StatTrak™ Desert Eagle | Bronze Deco (Field-Tested),YOUPIN,2036
沙漠之鹰（StatTrak™） | 青铜装饰 (久经沙场),StatTrak™ Desert Eagle | Bronze Deco (Field-Tested),HALOSKINS,22398
MP7 | 海之泡沫 (崭新出厂),MP7 | Ocean Foam (Factory New),YOUPIN,43648
MP7 | 海之泡沫 (崭新出厂),MP7 | Ocean Foam (Factory New),BUFF,35598
MP7 | 海之泡沫 (崭新出厂),MP7 | Ocean Foam (Factory New),C5,22399
MP7 | 海之泡沫 (崭新出厂),MP7 | Ocean Foam (Factory New),HALOSKINS,22399
UMP-45（StatTrak™） | 车王 (久经沙场),StatTrak™ UMP-45 | Grand Prix (Field-Tested),BUFF,39691
UMP-45（StatTrak™） | 车王 (久经沙场),StatTrak™ UMP-45 | Grand Prix (Field-Tested),C5,22400
UMP-45（StatTrak™） | 车王 (久经沙场),StatTrak™ UMP-45 | Grand Prix (Field-Tested),YOUPIN,5732
UMP-45（StatTrak™） | 车王 (久经沙场),StatTrak™ UMP-45 | Grand Prix (Field-Tested),HALOSKINS,22400
法玛斯 | 厄运之喵 (略有磨损),FAMAS | Doomkitty (Minimal Wear),BUFF,34645
法玛斯 | 厄运之喵 (略有磨损),FAMAS | Doomkitty (Minimal Wear),YOUPIN,208
法玛斯 | 厄运之喵 (略有磨损),FAMAS | Doomkitty (Minimal Wear),C5,22401
法玛斯 | 厄运之喵 (略有磨损),FAMAS | Doomkitty (Minimal Wear),HALOSKINS,22401
FN57 | 都市危机 (崭新出厂),Five-SeveN | Urban Hazard (Factory New),C5,22402
FN57 | 都市危机 (崭新出厂),Five-SeveN | Urban Hazard (Factory New),YOUPIN,2702
FN57 | 都市危机 (崭新出厂),Five-SeveN | Urban Hazard (Factory New),BUFF,34797
FN57 | 都市危机 (崭新出厂),Five-SeveN | Urban Hazard (Factory New),HALOSKINS,22402
MAC-10 | 孔雀石 (崭新出厂),MAC-10 | Malachite (Factory New),C5,22403
MAC-10 | 孔雀石 (崭新出厂),MAC-10 | Malachite (Factory New),BUFF,35410
MAC-10 | 孔雀石 (崭新出厂),MAC-10 | Malachite (Factory New),YOUPIN,4438
MAC-10 | 孔雀石 (崭新出厂),MAC-10 | Malachite (Factory New),HALOSKINS,22403
MP7 | 星点 (崭新出厂),MP7 | Asterion (Factory New),C5,22404
MP7 | 星点 (崭新出厂),MP7 | Asterion (Factory New),BUFF,35564
MP7 | 星点 (崭新出厂),MP7 | Asterion (Factory New),YOUPIN,48043
MP7 | 星点 (崭新出厂),MP7 | Asterion (Factory New),HALOSKINS,22404
SSG 08（StatTrak™） | 裂痕 (久经沙场),StatTrak™ SSG 08 | Slashed (Field-Tested),BUFF,39570
SSG 08（StatTrak™） | 裂痕 (久经沙场),StatTrak™ SSG 08 | Slashed (Field-Tested),C5,22405
SSG 08（StatTrak™） | 裂痕 (久经沙场),StatTrak™ SSG 08 | Slashed (Field-Tested),YOUPIN,2986
SSG 08（StatTrak™） | 裂痕 (久经沙场),StatTrak™ SSG 08 | Slashed (Field-Tested),HALOSKINS,22405
USP消音版 | 绿色伞兵 (略有磨损),USP-S | Para Green (Minimal Wear),BUFF,42213
USP消音版 | 绿色伞兵 (略有磨损),USP-S | Para Green (Minimal Wear),YOUPIN,46522
USP消音版 | 绿色伞兵 (略有磨损),USP-S | Para Green (Minimal Wear),C5,22406
USP消音版 | 绿色伞兵 (略有磨损),USP-S | Para Green (Minimal Wear),HALOSKINS,22406
P250 | 超新星 (崭新出厂),P250 | Supernova (Factory New),YOUPIN,4427
P250 | 超新星 (崭新出厂),P250 | Supernova (Factory New),C5,22407
P250 | 超新星 (崭新出厂),P250 | Supernova (Factory New),BUFF,36087
P250 | 超新星 (崭新出厂),P250 | Supernova (Factory New),HALOSKINS,22407
Tec-9（StatTrak™） | 沙尘暴 (破损不堪),StatTrak™ Tec-9 | Sandstorm (Well-Worn),BUFF,39666
Tec-9（StatTrak™） | 沙尘暴 (破损不堪),StatTrak™ Tec-9 | Sandstorm (Well-Worn),YOUPIN,53719
Tec-9（StatTrak™） | 沙尘暴 (破损不堪),StatTrak™ Tec-9 | Sandstorm (Well-Worn),C5,22408
Tec-9（StatTrak™） | 沙尘暴 (破损不堪),StatTrak™ Tec-9 | Sandstorm (Well-Worn),HALOSKINS,22408
CZ75自动型（StatTrak™） | 蓝巢 (久经沙场),StatTrak™ CZ75-Auto | Hexane (Field-Tested),YOUPIN,50219
CZ75自动型（StatTrak™） | 蓝巢 (久经沙场),StatTrak™ CZ75-Auto | Hexane (Field-Tested),BUFF,38332
CZ75自动型（StatTrak™） | 蓝巢 (久经沙场),StatTrak™ CZ75-Auto | Hexane (Field-Tested),C5,22409
CZ75自动型（StatTrak™） | 蓝巢 (久经沙场),StatTrak™ CZ75-Auto | Hexane (Field-Tested),HALOSKINS,22409
法玛斯 | 中士 (久经沙场),FAMAS | Sergeant (Field-Tested),BUFF,34675
法玛斯 | 中士 (久经沙场),FAMAS | Sergeant (Field-Tested),C5,22410
法玛斯 | 中士 (久经沙场),FAMAS | Sergeant (Field-Tested),YOUPIN,44339
法玛斯 | 中士 (久经沙场),FAMAS | Sergeant (Field-Tested),HALOSKINS,22410
CZ75自动型（StatTrak™） | 螺形扭转 (略有磨损),StatTrak™ CZ75-Auto | Twist (Minimal Wear),BUFF,38380
CZ75自动型（StatTrak™） | 螺形扭转 (略有磨损),StatTrak™ CZ75-Auto | Twist (Minimal Wear),YOUPIN,49248
CZ75自动型（StatTrak™） | 螺形扭转 (略有磨损),StatTrak™ CZ75-Auto | Twist (Minimal Wear),C5,22411
CZ75自动型（StatTrak™） | 螺形扭转 (略有磨损),StatTrak™ CZ75-Auto | Twist (Minimal Wear),HALOSKINS,22411
截短霰弹枪 | 竹影 (崭新出厂),Sawed-Off | Bamboo Shadow (Factory New),BUFF,36594
截短霰弹枪 | 竹影 (崭新出厂),Sawed-Off | Bamboo Shadow (Factory New),YOUPIN,48042
截短霰弹枪 | 竹影 (崭新出厂),Sawed-Off | Bamboo Shadow (Factory New),C5,22412
截短霰弹枪 | 竹影 (崭新出厂),Sawed-Off | Bamboo Shadow (Factory New),HALOSKINS,22412
FN57 | 神祇 (崭新出厂),Five-SeveN | Kami (Factory New),BUFF,34752
FN57 | 神祇 (崭新出厂),Five-SeveN | Kami (Factory New),YOUPIN,1196
FN57 | 神祇 (崭新出厂),Five-SeveN | Kami (Factory New),C5,22413
FN57 | 神祇 (崭新出厂),Five-SeveN | Kami (Factory New),HALOSKINS,22413
格洛克18型 | 粉碎者 (略有磨损),Glock-18 | Grinder (Minimal Wear),C5,22414
格洛克18型 | 粉碎者 (略有磨损),Glock-18 | Grinder (Minimal Wear),YOUPIN,5714
格洛克18型 | 粉碎者 (略有磨损),Glock-18 | Grinder (Minimal Wear),BUFF,35024
格洛克18型 | 粉碎者 (略有磨损),Glock-18 | Grinder (Minimal Wear),HALOSKINS,22414
格洛克18型（StatTrak™） | 亡者之寝 (略有磨损),StatTrak™ Glock-18 | Catacombs (Minimal Wear),BUFF,38711
格洛克18型（StatTrak™） | 亡者之寝 (略有磨损),StatTrak™ Glock-18 | Catacombs (Minimal Wear),YOUPIN,45715
格洛克18型（StatTrak™） | 亡者之寝 (略有磨损),StatTrak™ Glock-18 | Catacombs (Minimal Wear),C5,22415
格洛克18型（StatTrak™） | 亡者之寝 (略有磨损),StatTrak™ Glock-18 | Catacombs (Minimal Wear),HALOSKINS,22415
USP消音版 | 守护者 (略有磨损),USP-S | Guardian (Minimal Wear),BUFF,42179
USP消音版 | 守护者 (略有磨损),USP-S | Guardian (Minimal Wear),C5,22416
USP消音版 | 守护者 (略有磨损),USP-S | Guardian (Minimal Wear),YOUPIN,1418
USP消音版 | 守护者 (略有磨损),USP-S | Guardian (Minimal Wear),HALOSKINS,22416
P2000 | 手炮 (略有磨损),P2000 | Handgun (Minimal Wear),YOUPIN,14609
P2000 | 手炮 (略有磨损),P2000 | Handgun (Minimal Wear),C5,22417
P2000 | 手炮 (略有磨损),P2000 | Handgun (Minimal Wear),BUFF,35936
P2000 | 手炮 (略有磨损),P2000 | Handgun (Minimal Wear),HALOSKINS,22417
P2000 | 渐变琥珀 (略有磨损),P2000 | Amber Fade (Minimal Wear),C5,22418
P2000 | 渐变琥珀 (略有磨损),P2000 | Amber Fade (Minimal Wear),BUFF,35900
P2000 | 渐变琥珀 (略有磨损),P2000 | Amber Fade (Minimal Wear),YOUPIN,46450
P2000 | 渐变琥珀 (略有磨损),P2000 | Amber Fade (Minimal Wear),HALOSKINS,22418
Tec-9 | 黄铜 (久经沙场),Tec-9 | Brass (Field-Tested),BUFF,41978
Tec-9 | 黄铜 (久经沙场),Tec-9 | Brass (Field-Tested),YOUPIN,50832
Tec-9 | 黄铜 (久经沙场),Tec-9 | Brass (Field-Tested),C5,22419
Tec-9 | 黄铜 (久经沙场),Tec-9 | Brass (Field-Tested),HALOSKINS,22419
CZ75自动型 | 花纹钢板 (崭新出厂),CZ75-Auto | Tread Plate (Factory New),YOUPIN,49271
CZ75自动型 | 花纹钢板 (崭新出厂),CZ75-Auto | Tread Plate (Factory New),BUFF,34340
CZ75自动型 | 花纹钢板 (崭新出厂),CZ75-Auto | Tread Plate (Factory New),C5,22420
CZ75自动型 | 花纹钢板 (崭新出厂),CZ75-Auto | Tread Plate (Factory New),HALOSKINS,22420
MAG-7（StatTrak™） | 灼烧之痕 (略有磨损),StatTrak™ MAG-7 | Firestarter (Minimal Wear),BUFF,38979
MAG-7（StatTrak™） | 灼烧之痕 (略有磨损),StatTrak™ MAG-7 | Firestarter (Minimal Wear),YOUPIN,50461
MAG-7（StatTrak™） | 灼烧之痕 (略有磨损),StatTrak™ MAG-7 | Firestarter (Minimal Wear),C5,22421
MAG-7（StatTrak™） | 灼烧之痕 (略有磨损),StatTrak™ MAG-7 | Firestarter (Minimal Wear),HALOSKINS,22421
P2000 | 红色碎片迷彩 (崭新出厂),P2000 | Red FragCam (Factory New),YOUPIN,54400
P2000 | 红色碎片迷彩 (崭新出厂),P2000 | Red FragCam (Factory New),C5,22422
P2000 | 红色碎片迷彩 (崭新出厂),P2000 | Red FragCam (Factory New),BUFF,35967
P2000 | 红色碎片迷彩 (崭新出厂),P2000 | Red FragCam (Factory New),HALOSKINS,22422
FN57 | 银白石英 (崭新出厂),Five-SeveN | Silver Quartz (Factory New),C5,22423
FN57 | 银白石英 (崭新出厂),Five-SeveN | Silver Quartz (Factory New),BUFF,34788
FN57 | 银白石英 (崭新出厂),Five-SeveN | Silver Quartz (Factory New),YOUPIN,43305
FN57 | 银白石英 (崭新出厂),Five-SeveN | Silver Quartz (Factory New),HALOSKINS,22423
AWP | 狩猎网格 (略有磨损),AWP | Safari Mesh (Minimal Wear),BUFF,34131
AWP | 狩猎网格 (略有磨损),AWP | Safari Mesh (Minimal Wear),C5,22424
AWP | 狩猎网格 (略有磨损),AWP | Safari Mesh (Minimal Wear),HALOSKINS,22424
AWP | 狩猎网格 (略有磨损),AWP | Safari Mesh (Minimal Wear),YOUPIN,540
Tec-9 | 蓝钛 (崭新出厂),Tec-9 | Blue Titanium (Factory New),C5,22425
Tec-9 | 蓝钛 (崭新出厂),Tec-9 | Blue Titanium (Factory New),BUFF,41975
Tec-9 | 蓝钛 (崭新出厂),Tec-9 | Blue Titanium (Factory New),YOUPIN,47450
Tec-9 | 蓝钛 (崭新出厂),Tec-9 | Blue Titanium (Factory New),HALOSKINS,22425
双持贝瑞塔 | 天秤之月 (崭新出厂),Dual Berettas | Moon in Libra (Factory New),YOUPIN,48260
双持贝瑞塔 | 天秤之月 (崭新出厂),Dual Berettas | Moon in Libra (Factory New),BUFF,34555
双持贝瑞塔 | 天秤之月 (崭新出厂),Dual Berettas | Moon in Libra (Factory New),C5,22426
双持贝瑞塔 | 天秤之月 (崭新出厂),Dual Berettas | Moon in Libra (Factory New),HALOSKINS,22426
USP消音版 | 宝蓝之色 (久经沙场),USP-S | Royal Blue (Field-Tested),C5,22427
USP消音版 | 宝蓝之色 (久经沙场),USP-S | Royal Blue (Field-Tested),YOUPIN,46212
USP消音版 | 宝蓝之色 (久经沙场),USP-S | Royal Blue (Field-Tested),BUFF,42222
USP消音版 | 宝蓝之色 (久经沙场),USP-S | Royal Blue (Field-Tested),HALOSKINS,22427
加利尔AR | 冷石 (略有磨损),Galil AR | Stone Cold (Minimal Wear),C5,22428
加利尔AR | 冷石 (略有磨损),Galil AR | Stone Cold (Minimal Wear),BUFF,34960
加利尔AR | 冷石 (略有磨损),Galil AR | Stone Cold (Minimal Wear),YOUPIN,1651
加利尔AR | 冷石 (略有磨损),Galil AR | Stone Cold (Minimal Wear),HALOSKINS,22428
MAC-10 | 烧尽 (略有磨损),MAC-10 | Tatter (Minimal Wear),YOUPIN,48621
MAC-10 | 烧尽 (略有磨损),MAC-10 | Tatter (Minimal Wear),C5,22429
MAC-10 | 烧尽 (略有磨损),MAC-10 | Tatter (Minimal Wear),BUFF,35442
MAC-10 | 烧尽 (略有磨损),MAC-10 | Tatter (Minimal Wear),HALOSKINS,22429
MAC-10 | 烧尽 (破损不堪),MAC-10 | Tatter (Well-Worn),BUFF,35443
MAC-10 | 烧尽 (破损不堪),MAC-10 | Tatter (Well-Worn),YOUPIN,55405
MAC-10 | 烧尽 (破损不堪),MAC-10 | Tatter (Well-Worn),C5,22430
MAC-10 | 烧尽 (破损不堪),MAC-10 | Tatter (Well-Worn),HALOSKINS,22430
P90 | 精英之作 (崭新出厂),P90 | Elite Build (Factory New),C5,22431
P90 | 精英之作 (崭新出厂),P90 | Elite Build (Factory New),BUFF,36143
P90 | 精英之作 (崭新出厂),P90 | Elite Build (Factory New),YOUPIN,1842
P90 | 精英之作 (崭新出厂),P90 | Elite Build (Factory New),HALOSKINS,22431
双持贝瑞塔 | 龙之双子 (崭新出厂),Dual Berettas | Dualing Dragons (Factory New),C5,22432
双持贝瑞塔 | 龙之双子 (崭新出厂),Dual Berettas | Dualing Dragons (Factory New),YOUPIN,46461
双持贝瑞塔 | 龙之双子 (崭新出厂),Dual Berettas | Dualing Dragons (Factory New),BUFF,34537
双持贝瑞塔 | 龙之双子 (崭新出厂),Dual Berettas | Dualing Dragons (Factory New),HALOSKINS,22432
Tec-9 | 竹林 (崭新出厂),Tec-9 | Bamboo Forest (Factory New),C5,22433
Tec-9 | 竹林 (崭新出厂),Tec-9 | Bamboo Forest (Factory New),YOUPIN,2002
Tec-9 | 竹林 (崭新出厂),Tec-9 | Bamboo Forest (Factory New),HALOSKINS,22433
Tec-9 | 竹林 (崭新出厂),Tec-9 | Bamboo Forest (Factory New),BUFF,41971
AK-47 | 捕食者 (破损不堪),AK-47 | Predator (Well-Worn),YOUPIN,55734
AK-47 | 捕食者 (破损不堪),AK-47 | Predator (Well-Worn),C5,22434
AK-47 | 捕食者 (破损不堪),AK-47 | Predator (Well-Worn),BUFF,33953
AK-47 | 捕食者 (破损不堪),AK-47 | Predator (Well-Worn),HALOSKINS,22434
格洛克18型 | 蓝色裂纹 (战痕累累),Glock-18 | Blue Fissure (Battle-Scarred),C5,22435
格洛克18型 | 蓝色裂纹 (战痕累累),Glock-18 | Blue Fissure (Battle-Scarred),BUFF,34992
格洛克18型 | 蓝色裂纹 (战痕累累),Glock-18 | Blue Fissure (Battle-Scarred),YOUPIN,56352
格洛克18型 | 蓝色裂纹 (战痕累累),Glock-18 | Blue Fissure (Battle-Scarred),HALOSKINS,22435
P90 | 深蓝组件 (崭新出厂),P90 | Module (Factory New),C5,22436
P90 | 深蓝组件 (崭新出厂),P90 | Module (Factory New),BUFF,36172
P90 | 深蓝组件 (崭新出厂),P90 | Module (Factory New),YOUPIN,45350
P90 | 深蓝组件 (崭新出厂),P90 | Module (Factory New),HALOSKINS,22436
CZ75自动型（StatTrak™） | 猛虎 (久经沙场),StatTrak™ CZ75-Auto | Tigris (Field-Tested),BUFF,38371
CZ75自动型（StatTrak™） | 猛虎 (久经沙场),StatTrak™ CZ75-Auto | Tigris (Field-Tested),C5,22437
